seed	community	size	black	black_proportions	death	death_proportions	doom	doom_proportions	electronic	electronic_proportions	experimental	experimental_proportions	folk	folk_proportions	gothic	gothic_proportions	grindcore	grindcore_proportions	groove	groove_proportions	heavy	heavy_proportions	metalcore	metalcore_proportions	power	power_proportions	progressive	progressive_proportions	speed	speed_proportions	symphonic	symphonic_proportions	thrash	thrash_proportions	0-24	25-49	50-74	75-99	100-124	125-149	150-174	175-199	200-224	225-249	250-274	275-299	300-324	325-349	350-374	375-399	400-424	425-449	450-474	475-499	500-524	525-549	country_Brazil	country_Canada	country_Czechia	country_United States	country_Italy	country_Poland	country_Finland	country_Türkiye	country_Russia	country_Australia	country_Mexico	country_Belarus	country_Thailand	country_Japan	country_France	country_Germany	country_Netherlands	country_United Kingdom	country_Ukraine	country_Norway	country_Spain	country_Indonesia	country_Bosnia and Herzegovina	country_Malaysia	country_India	country_Bolivia	country_Hungary	country_Slovakia	country_Ecuador	country_Colombia	country_Sweden	country_Bulgaria	country_Portugal	country_Croatia	country_Sri Lanka	country_Singapore	country_Austria	country_Chile	country_Greece	country_Switzerland	country_Cuba	country_Guatemala	country_Ireland	country_Qatar	country_Panama	country_Iran	country_Armenia	country_Syria	country_Argentina	country_Morocco	country_Venezuela	country_Malta	country_Bangladesh	country_China	country_Iceland	country_Uzbekistan	country_El Salvador	country_Philippines	country_Moldova	country_Belgium	country_Romania	country_South Africa	country_Costa Rica	country_Denmark	country_Peru	country_Nicaragua	country_New Zealand	country_Serbia	country_Puerto Rico	country_Israel	country_Georgia	country_Kenya	country_Paraguay	country_Maldives	country_Latvia	country_Pakistan	country_North Macedonia	country_Kazakhstan	country_Lithuania	country_Honduras	country_Korea, South	country_Estonia	country_Luxembourg	country_Slovenia	country_Vietnam	country_Lebanon	country_Saudi Arabia	country_Iraq	country_Uruguay	country_Dominican Republic	country_Brunei	country_Taiwan	country_Trinidad and Tobago	country_Cyprus	country_Nepal	country_Oman	country_Cambodia	country_Jordan	country_Hong Kong	country_Saint Pierre and Miquelon	country_Tunisia	country_Algeria	country_Mongolia	country_United Arab Emirates	country_Belize	country_Bahrain	country_Montenegro	country_Jamaica	country_Albania	country_Egypt	country_Guyana	country_Myanmar	country_Barbados	country_Kyrgyzstan	country_Gibraltar	country_Guernsey	country_Mozambique	country_Andorra	country_Tajikistan	country_Libya	country_Turkmenistan	country_Azerbaijan	country_Monaco	country_Madagascar	country_Laos	country_Faroe Islands	country_Åland Islands	country_Angola	country_Guam	country_Kuwait	country_Greenland	country_Ethiopia	country_Jersey	country_Reunion	country_Svalbard	country_Curaçao	country_Liechtenstein	country_French Polynesia	country_Palestine	country_Aruba	country_San Marino	country_Falkland Islands	country_Suriname	country_New Caledonia	country_Botswana	country_Mauritius	country_Namibia	country_East Timor	country_Zimbabwe	country_Afghanistan	country_Guadeloupe	country_Uganda	country_French Guiana	country_Isle of Man	country_Malawi	country_Zambia	max_degree_id	max_degree_name	max_degree_cluster	average_degree	endbranch_count	assortativity	clustering	density
657	80	15	13.0	0.87	0.0	0.0	5.0	0.33	0.0	0.0	1.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540335672	Enthroned Darkness	13	10.67	2	-0.15714818962301963	0.8461538461538463	0.7619047619047619
657	81	14	7.0	0.5	9.0	0.64	3.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540451710	Antagonist	10	7.57	0	0.8032740078043239	0.9317460317460319	0.5824175824175825
657	82	14	11.0	0.79	1.0	0.07	2.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07	2.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540540648	Chloe Dancer	10	6.14	2	-0.0010744985673341128	0.7722222222222223	0.4725274725274725
657	83	14	6.0	0.43	7.0	0.5	4.0	0.29	1.0	0.07	1.0	0.07	0.0	0.0	1.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.43	0.0	0.0	3.0	0.21	0.0	0.0	1.0	0.07	0.0	0.0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540425304	Vesuvian	5	2.86	3	-0.05263157894737008	0.44523809523809527	0.21978021978021978
657	84	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.71	0.0	0.0	2.0	0.14	0.0	0.0	2.0	0.14	1.0	0.07	2.0	0.14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114043	Diabolic Force	5	2.43	5	-0.22933884297520743	0.2833333333333333	0.18681318681318682
657	85	12	0.0	0.0	3.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.17	0.0	0.0	0.0	0.0	1.0	0.08	3.0	0.25	4.0	0.33	2.0	0.17	1.0	0.08	0.0	0.0	1.0	0.08	5.0	0.42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540357974	Bloodstained Ground	4	2.17	2	0.024999999999998766	0.3194444444444445	0.19696969696969696
657	86	11	0.0	0.0	6.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.09	0.0	0.0	2.0	0.18	4.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.45	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25654	Ethereal Collapse	6	2.91	3	-0.23314065510597304	0.3727272727272727	0.2909090909090909
657	87	11	8.0	0.73	3.0	0.27	2.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540431779	Gravkväde	5	2.91	1	0.2911392405063291	0.5454545454545454	0.2909090909090909
657	88	11	1.0	0.09	2.0	0.18	2.0	0.18	0.0	0.0	1.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.09	2.0	0.18	0.0	0.0	1.0	0.09	0.0	0.0	0.0	0.0	4.0	0.36	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540448361	Mere Mortal	5	2.36	2	-0.12345679012345599	0.3515151515151515	0.23636363636363636
657	89	10	4.0	0.4	2.0	0.2	1.0	0.1	0.0	0.0	0.0	0.0	1.0	0.1	0.0	0.0	0.0	0.0	2.0	0.2	1.0	0.1	2.0	0.2	0.0	0.0	0.0	0.0	1.0	0.1	0.0	0.0	2.0	0.2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540421998	Coffin Burner	4	2.2	1	-0.035294117647058476	0.45	0.24444444444444444
657	90	10	1.0	0.1	6.0	0.6	1.0	0.1	0.0	0.0	1.0	0.1	0.0	0.0	0.0	0.0	1.0	0.1	4.0	0.4	1.0	0.1	2.0	0.2	0.0	0.0	2.0	0.2	0.0	0.0	0.0	0.0	1.0	0.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540342302	Coffin Hammer	4	2.4	1	-0.6000000000000015	0.5833333333333333	0.26666666666666666
657	91	10	0.0	0.0	1.0	0.1	1.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.4	3.0	0.3	2.0	0.2	0.0	0.0	2.0	0.2	0.0	0.0	0.0	0.0	4.0	0.4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129802	Adrenaphine	5	2.0	4	-0.37440758293838905	0.2333333333333333	0.2222222222222222
657	92	9	0.0	0.0	2.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.78	0.0	0.0	4.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.56	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540487109	WarClown	5	2.22	2	-0.3440860215053769	0.49259259259259264	0.2777777777777778
657	93	9	1.0	0.11	3.0	0.33	2.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.11	0.0	0.0	2.0	0.22	0.0	0.0	8.0	0.89	0.0	0.0	1.0	0.11	0.0	0.0	1.0	0.11	2.0	0.22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540334190	Saint Avarice	4	1.78	6	-0.5	0.0	0.2222222222222222
657	94	8	4.0	0.5	0.0	0.0	3.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540471618	Cosmic Void	7	7.0	0		1.0	1.0
657	95	8	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540350449	Bludded Head	6	3.25	1	-0.28712871287128844	0.7375	0.4642857142857143
657	96	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.62	0.0	0.0	7.0	0.88	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540418282	Age of Nefarious	7	7.0	0		1.0	1.0
657	97	7	0.0	0.0	5.0	0.71	1.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.29	0.0	0.0	0.0	0.0	4.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540542797	Verota	5	3.43	1	0.3587786259542001	0.6571428571428571	0.5714285714285714
657	98	7	0.0	0.0	4.0	0.57	3.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.29	1.0	0.14	0.0	0.0	2.0	0.29	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4058	As Divine Grace	6	4.57	1	-0.37142857142857144	0.8095238095238094	0.7619047619047619
657	99	7	0.0	0.0	5.0	0.71	5.0	0.71	1.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.29	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540414542	Life Burns Low	6	3.71	0	-0.21874999999999978	0.9238095238095239	0.6190476190476191
657	100	7	1.0	0.14	3.0	0.43	3.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.14	0.0	0.0	0.0	0.0	2.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11403	Malefactor	4	2.29	2	-0.5632183908045977	0.5	0.38095238095238093
657	101	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	1.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5987	Venin	4	2.29	2	-0.2	0.3333333333333333	0.38095238095238093
657	102	7	3.0	0.43	5.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84838	Astarus	5	3.14	0	-0.2384105960264893	0.819047619047619	0.5238095238095238
